Name,Artist,Album,Track Number
Hot Toddy,Cab Calloway,Greatest Hits,9
I've Got The World On A String,Cab Calloway,Greatest Hits,10
Rhapsody In Rhumba,Cab Calloway,Greatest Hits,11
"Come On With The ""Come On""",Cab Calloway,Greatest Hits,12
A Ghost Of A Chance,Cab Calloway,Greatest Hits,13
Willow Weep For Me,Cab Calloway,Greatest Hits,14
Geechy Joe,Cab Calloway,Greatest Hits,15
My Gal,Cab Calloway,Greatest Hits,16
I Want To Rock,Cab Calloway,Greatest Hits,17
The Honeydripper,Cab Calloway,Greatest Hits,18
The Calloway Boogie,Cab Calloway,Greatest Hits,19
Everybody Eats When They Come To My House,Cab Calloway,Greatest Hits,20
"She's Tall, She's Tan, She's Terrific",Cab Calloway,Greatest Hits,21
"Mama, I Wanna Make Rhythm",Cab Calloway,Greatest Hits,22
Savage Rhythm,Cab Calloway,Greatest Hits,23
Every Day's A Holiday,Cab Calloway,Greatest Hits,24
Three Swings And Out,Cab Calloway,Greatest Hits,25
The Boogie Woogie,Cab Calloway,Greatest Hits,26
Jive (Page One Of The Hepster's Dictionary),Cab Calloway,Greatest Hits,27
The Jumpin' Jive,Cab Calloway,Greatest Hits,28
Pickin' The Cabbage,Cab Calloway,Greatest Hits,29
Calling All Bars,Cab Calloway,Greatest Hits,30
The Man From Harlem,Cab Calloway,Greatest Hits,31
Evenin',Cab Calloway,Greatest Hits,32
Little Town Gal,Cab Calloway,Greatest Hits,33
Zah-Zuh-Zaz,Cab Calloway,Greatest Hits,34
'Long About Midnight,Cab Calloway,Greatest Hits,35
Jitter Bug,Cab Calloway,Greatest Hits,36
Keep That Hi-De-Hi In Your Soul,Cab Calloway,Greatest Hits,37
"Baby,Won't You Please Come Home?",Cab Calloway,Greatest Hits,38
"Swing, Swing, Swing",Cab Calloway,Greatest Hits,39
I'm Always In The Mood For You,Cab Calloway,Greatest Hits,40
All Blues,Miles Davis,Kind of Blue,4
Theme from The Swamps,Widowspeak,The Swamps,1
Smoke and Mirrors,Widowspeak,The Swamps,2
Calico,Widowspeak,The Swamps,3
Brass Bed,Widowspeak,The Swamps,4
True Believer,Widowspeak,The Swamps,5
The Swamps,Widowspeak,The Swamps,6
Intro,Warpaint,Warpaint,1
Keep It Healthy,Warpaint,Warpaint,2
Love Is to Die,Warpaint,Warpaint,3
Hi,Warpaint,Warpaint,4
Biggy,Warpaint,Warpaint,5
Teese,Warpaint,Warpaint,6
Disco//very,Warpaint,Warpaint,7
Go In,Warpaint,Warpaint,8
Feeling Alright,Warpaint,Warpaint,9
CC,Warpaint,Warpaint,10
Drive,Warpaint,Warpaint,11
Son,Warpaint,Warpaint,12
The End,Summer Camp,Summer Camp,1
Fresh,Summer Camp,Summer Camp,2
Crazy,Summer Camp,Summer Camp,3
Keep Falling,Summer Camp,Summer Camp,4
Two Chords,Summer Camp,Summer Camp,5
Fighters,Summer Camp,Summer Camp,6
I Got You,Summer Camp,Summer Camp,7
Everything Has Changed,Summer Camp,Summer Camp,8
Phone Call,Summer Camp,Summer Camp,9
Night Drive,Summer Camp,Summer Camp,10
Pink Summer,Summer Camp,Summer Camp,11
Mouthful of Diamonds,Phantogram,Eyelid Movies,1
When I'm Small,Phantogram,Eyelid Movies,2
Turn It Off,Phantogram,Eyelid Movies,3
Running From The Cops,Phantogram,Eyelid Movies,4
All Dried Up,Phantogram,Eyelid Movies,5
As Far As I Can See,Phantogram,Eyelid Movies,6
You Are the Ocean,Phantogram,Eyelid Movies,7
Bloody Palms,Phantogram,Eyelid Movies,8
Futuristic Casket,Phantogram,Eyelid Movies,9
Let Me Go,Phantogram,Eyelid Movies,10
"10,000 Claps",Phantogram,Eyelid Movies,11
Nothing But Trouble,Phantogram,Nothing But Trouble,1
Kisses,Kisses,The Heart of the Nightlife,1
Bermuda,Kisses,The Heart of the Nightlife,2
People Can Do the Most Amazing Things,Kisses,The Heart of the Nightlife,3
On the Move,Kisses,The Heart of the Nightlife,4
The Heart of the Nightlife,Kisses,The Heart of the Nightlife,5
Lovers,Kisses,The Heart of the Nightlife,6
A Weekend in Brooklyn,Kisses,The Heart of the Nightlife,7
Midnight Lover,Kisses,The Heart of the Nightlife,8
Women of the Club,Kisses,The Heart of the Nightlife,9
Do I Wanna Know?,Arctic Monkeys,AM,1
R U Mine?,Arctic Monkeys,AM,2
One For The Road,Arctic Monkeys,AM,3
Arabella,Arctic Monkeys,AM,4
I Want It All,Arctic Monkeys,AM,5
No. 1 Party Anthem,Arctic Monkeys,AM,6
Mad Sounds,Arctic Monkeys,AM,7
Fireside,Arctic Monkeys,AM,8
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,9
Snap Out Of It,Arctic Monkeys,AM,10
Knee Socks,Arctic Monkeys,AM,11
I Wanna Be Yours,Arctic Monkeys,AM,12
Think of the Ocean,Porcelain Raft,Permanent Signal,1
Cluster,Porcelain Raft,Permanent Signal,2
Minor Pleasure,Porcelain Raft,Permanent Signal,3
Open Letter,Porcelain Raft,Permanent Signal,4
Night Birds,Porcelain Raft,Permanent Signal,5
It Ain't Over,Porcelain Raft,Permanent Signal,6
I Lost Connection,Porcelain Raft,Permanent Signal,7
Warehouse,Porcelain Raft,Permanent Signal,8
The Way Out,Porcelain Raft,Permanent Signal,9
Five Minutes From Now,Porcelain Raft,Permanent Signal,10
Echo,Porcelain Raft,Permanent Signal,11
Canopy,The Cave Singers,Naomi,1
Have to Pretend,The Cave Singers,Naomi,2
No Tomorrows,The Cave Singers,Naomi,3
It's a Crime,The Cave Singers,Naomi,4
Week to Week,The Cave Singers,Naomi,5
Evergreens,The Cave Singers,Naomi,6
Shine,The Cave Singers,Naomi,7
Karen's Car,The Cave Singers,Naomi,8
Easy Way,The Cave Singers,Naomi,9
Northern Lights,The Cave Singers,Naomi,10
Early Moon,The Cave Singers,Naomi,11
When the World,The Cave Singers,Naomi,12
Up Up Up,Givers,In Light,1
Meantime,Givers,In Light,2
Saw You First,Givers,In Light,3
Ripe,Givers,In Light,4
Noche Nada,Givers,In Light,5
Ceiling of Plankton,Givers,In Light,6
In My Eyes,Givers,In Light,7
Atlantic,Givers,In Light,8
Go Out All Night,Givers,In Light,9
Words,Givers,In Light,10
Pusher Love Girl,Justin Timberlake,The 20/20 Experience - The Complete Experience,1
Suit & Tie,Justin Timberlake,The 20/20 Experience - The Complete Experience,2
Don't Hold the Wall,Justin Timberlake,The 20/20 Experience - The Complete Experience,3
Strawberry Bubblegum,Justin Timberlake,The 20/20 Experience - The Complete Experience,4
Tunnel Vision,Justin Timberlake,The 20/20 Experience - The Complete Experience,5
Spaceship Coupe,Justin Timberlake,The 20/20 Experience - The Complete Experience,6
That Girl,Justin Timberlake,The 20/20 Experience - The Complete Experience,7
Let the Groove Get In,Justin Timberlake,The 20/20 Experience - The Complete Experience,8
Mirrors,Justin Timberlake,The 20/20 Experience - The Complete Experience,9
Blue Ocean Floor,Justin Timberlake,The 20/20 Experience - The Complete Experience,10
Gimme What I Don't Know (I Want),Justin Timberlake,The 20/20 Experience - The Complete Experience,11
True Blood,Justin Timberlake,The 20/20 Experience - The Complete Experience,12
Cabaret,Justin Timberlake,The 20/20 Experience - The Complete Experience,13
TKO,Justin Timberlake,The 20/20 Experience - The Complete Experience,14
Take Back the Night,Justin Timberlake,The 20/20 Experience - The Complete Experience,15
Murder,Justin Timberlake,The 20/20 Experience - The Complete Experience,16
Drink You Away,Justin Timberlake,The 20/20 Experience - The Complete Experience,17
You Got It On,Justin Timberlake,The 20/20 Experience - The Complete Experience,18
Amnesia,Justin Timberlake,The 20/20 Experience - The Complete Experience,19
Only When I Walk Away,Justin Timberlake,The 20/20 Experience - The Complete Experience,20
Not a Bad Thing,Justin Timberlake,The 20/20 Experience - The Complete Experience,21
Master Of My Craft,Parquet Courts,Light Up Gold,1
Borrowed Time,Parquet Courts,Light Up Gold,2
Donuts Only,Parquet Courts,Light Up Gold,3
Yr No Stoner,Parquet Courts,Light Up Gold,4
Yonder Is Closer To The Heart,Parquet Courts,Light Up Gold,5
Careers in Combat,Parquet Courts,Light Up Gold,6
Light Up Gold I,Parquet Courts,Light Up Gold,7
Light Up Gold II,Parquet Courts,Light Up Gold,8
N Dakota,Parquet Courts,Light Up Gold,9
Stoned and Starving,Parquet Courts,Light Up Gold,10
No Ideas,Parquet Courts,Light Up Gold,11
Caster of Worthless Spells,Parquet Courts,Light Up Gold,12
Disney P.T.,Parquet Courts,Light Up Gold,13
Tears O Plenty,Parquet Courts,Light Up Gold,14
Picture Of Health,Parquet Courts,Light Up Gold,15
Intro,Cut Copy,Free Your Mind,1
Free Your Mind,Cut Copy,Free Your Mind,2
We Are Explorers,Cut Copy,Free Your Mind,3
Let Me Show You Love,Cut Copy,Free Your Mind,4
(into the desert),Cut Copy,Free Your Mind,5
Footsteps,Cut Copy,Free Your Mind,6
In Memory Capsule,Cut Copy,Free Your Mind,7
(above the city),Cut Copy,Free Your Mind,8
Dark Corners & Mountain Tops,Cut Copy,Free Your Mind,9
Meet Me In A House Of Love,Cut Copy,Free Your Mind,10
Take Me Higher,Cut Copy,Free Your Mind,11
(the waves),Cut Copy,Free Your Mind,12
Walking In The Sky,Cut Copy,Free Your Mind,13
Mantra,Cut Copy,Free Your Mind,14
Give Life Back to Music,Daft Punk,Random Access Memories,1
The Game of Love,Daft Punk,Random Access Memories,2
Giorgio by Moroder,Daft Punk,Random Access Memories,3
Within,Daft Punk,Random Access Memories,4
Instant Crush,Daft Punk,Random Access Memories,5
Lose Yourself to Dance,Daft Punk,Random Access Memories,6
Touch,Daft Punk,Random Access Memories,7
Get Lucky,Daft Punk,Random Access Memories,8
Beyond,Daft Punk,Random Access Memories,9
Motherboard,Daft Punk,Random Access Memories,10
Fragments of Time,Daft Punk,Random Access Memories,11
Doin' it Right,Daft Punk,Random Access Memories,12
Contact,Daft Punk,Random Access Memories,13
The Strangers,St. Vincent,Actor,1
Save Me From What I Want,St. Vincent,Actor,2
The Neighbors,St. Vincent,Actor,3
Actor Out Of Work,St. Vincent,Actor,4
Black Rainbow,St. Vincent,Actor,5
Laughing With A Mouth Of Blood,St. Vincent,Actor,6
Marrow,St. Vincent,Actor,7
The Bed,St. Vincent,Actor,8
The Party,St. Vincent,Actor,9
Just The Same But Brand New,St. Vincent,Actor,10
The Sequel,St. Vincent,Actor,11
Black Out Days,Phantogram,Phantogram,1
Never Going Home,Phantogram,Phantogram,2
The Day You Died,Phantogram,Phantogram,3
Celebrating Nothing,Phantogram,Phantogram,4
Just Exist,Touche Amore,Is Survived By,1
To Write Content,Touche Amore,Is Survived By,2
Praise / Love,Touche Amore,Is Survived By,3
Anyone / Anything,Touche Amore,Is Survived By,4
DNA,Touche Amore,Is Survived By,5
Harbor,Touche Amore,Is Survived By,6
Kerosene,Touche Amore,Is Survived By,7
Blue Angels,Touche Amore,Is Survived By,8
Social Caterpillar,Touche Amore,Is Survived By,9
Non Fiction,Touche Amore,Is Survived By,10
Steps,Touche Amore,Is Survived By,11
Is Survived By,Touche Amore,Is Survived By,12
20 Years,The Civil Wars,Barton Hollow,1
I've Got This Friend,The Civil Wars,Barton Hollow,2
C'est La Mort,The Civil Wars,Barton Hollow,3
To Whom It May Concern,The Civil Wars,Barton Hollow,4
Poison & Wine,The Civil Wars,Barton Hollow,5
My Father's Father,The Civil Wars,Barton Hollow,6
Barton Hollow,The Civil Wars,Barton Hollow,7
The Violet Hour,The Civil Wars,Barton Hollow,8
Girl with the Red Balloon,The Civil Wars,Barton Hollow,9
Falling,The Civil Wars,Barton Hollow,10
Forget Me Not,The Civil Wars,Barton Hollow,11
Birds of a Feather,The Civil Wars,Barton Hollow,12
I Want You Back,The Civil Wars,Barton Hollow,13
Dance Me to the End of Love,The Civil Wars,Barton Hollow,14
Cheap Beer,FIDLAR,FIDLAR,1
Stoked and Broke,FIDLAR,FIDLAR,2
White on White,FIDLAR,FIDLAR,3
No Waves,FIDLAR,FIDLAR,4
Whore,FIDLAR,FIDLAR,5
Max Can't Surf,FIDLAR,FIDLAR,6
Blackout Stout,FIDLAR,FIDLAR,7
Wake Bake Skate,FIDLAR,FIDLAR,8
Gimmie Something,FIDLAR,FIDLAR,9
5 to 9,FIDLAR,FIDLAR,10
LDA,FIDLAR,FIDLAR,11
Paycheck,FIDLAR,FIDLAR,12
Wait for the Man,FIDLAR,FIDLAR,13
Cocaine,FIDLAR,FIDLAR,14
Fitzpleasure (The Internet of Odd Future Remix),alt-J,Summer Remix EP,1
Fitzpleasure (jim james 'apple C' remix),alt-J,Summer Remix EP,2
Fitzpleasure (Dave Sitek Remix),alt-J,Summer Remix EP,3
Dissolve Me (Ben Lovett Remix),alt-J,Summer Remix EP,4
Tessellate (Ben De Vries Remix),alt-J,Summer Remix EP,5
Ms (Hanz Remix),alt-J,Summer Remix EP,6
Keep You,Class Actress,Rapprocher,1
Love Me Like You Used To,Class Actress,Rapprocher,2
Weekend,Class Actress,Rapprocher,3
Prove Me Wrong,Class Actress,Rapprocher,4
Need To Know,Class Actress,Rapprocher,5
Limousine,Class Actress,Rapprocher,6
All The Saints,Class Actress,Rapprocher,7
Bienvenue,Class Actress,Rapprocher,8
Missed,Class Actress,Rapprocher,9
Hangin' On,Class Actress,Rapprocher,10
Let Me In,Class Actress,Rapprocher,11
Mean Streets,Tennis,Small Sound,1
Timothy,Tennis,Small Sound,2
Cured Of Youth,Tennis,Small Sound,3
Dimming Light,Tennis,Small Sound,4
100 Lovers,Tennis,Small Sound,5
Heat Death Infinity Splitter,65daysofstatic,Wild Light,1
Prisms,65daysofstatic,Wild Light,2
The Undertow,65daysofstatic,Wild Light,3
Blackspots,65daysofstatic,Wild Light,4
Sleepwalk City,65daysofstatic,Wild Light,5
Taipei,65daysofstatic,Wild Light,6
Unmake the Wild Light,65daysofstatic,Wild Light,7
Safe Passage,65daysofstatic,Wild Light,8
Doxxx Yrself,65daysofstatic,Wild Light,9
Lemonade,Braids,Native Speaker,1
Glass Deers,Braids,Native Speaker,3
Native Speaker,Braids,Native Speaker,4
Lammicken,Braids,Native Speaker,5
Same Mum,Braids,Native Speaker,6
Little Hand,Braids,Native Speaker,7
Plath Heart (Morgan Greenwood Remix),Braids,Native Speaker,8
Glass Deers (Teen Daze Remix),Braids,Native Speaker,9
Victoria,Braids,Flourish // Perish,1
Freund,Braids,Flourish // Perish,2
December,Braids,Flourish // Perish,3
Hossak,Braids,Flourish // Perish,4
Girl,Braids,Flourish // Perish,5
Together,Braids,Flourish // Perish,6
Ebben,Braids,Flourish // Perish,7
Amends,Braids,Flourish // Perish,8
Juniper,Braids,Flourish // Perish,9
In Kind,Braids,Flourish // Perish,10
Memoriam,Russian Circles,Memorial,1
Deficit,Russian Circles,Memorial,2
1777,Russian Circles,Memorial,3
Cheyenne,Russian Circles,Memorial,4
Burial,Russian Circles,Memorial,5
Ethel,Russian Circles,Memorial,6
Lebaron,Russian Circles,Memorial,7
Memorial (feat. Chelsea Wolfe),Russian Circles,Memorial,8
Reflektor,Arcade Fire,Reflektor,1
We Exist,Arcade Fire,Reflektor,2
Flashbulb Eyes,Arcade Fire,Reflektor,3
Here Comes The Night Time,Arcade Fire,Reflektor,4
Normal Person,Arcade Fire,Reflektor,5
You Already Know,Arcade Fire,Reflektor,6
Joan Of Arc,Arcade Fire,Reflektor,7
Here Comes The Night Time II,Arcade Fire,Reflektor,8
Awful Sound (Oh Eurydice),Arcade Fire,Reflektor,9
It’s Never Over (Hey Orpheus),Arcade Fire,Reflektor,10
Porno,Arcade Fire,Reflektor,11
Afterlife,Arcade Fire,Reflektor,12
Supersymmetry,Arcade Fire,Reflektor,13
All My Loving,The Almighty Defenders,The Almighty Defenders,1
The Ghost With The Most,The Almighty Defenders,The Almighty Defenders,2
Bow Down And Die,The Almighty Defenders,The Almighty Defenders,3
Cone Of Light,The Almighty Defenders,The Almighty Defenders,4
Jihad Blues,The Almighty Defenders,The Almighty Defenders,5
30 Second Air Blast,The Almighty Defenders,The Almighty Defenders,6
Death Cult Soup n' Salad,The Almighty Defenders,The Almighty Defenders,7
